iteration;replicate;time;last_generation;population;bmi_category_prop;am;kid-father-cor;kid-mother-cor
104;1;3355.0;100.0;6003;[0.009995002498750625, 0.0814592703648176, 0.3831417624521073, 0.5254039646843245];0.6670070313812846;0.7285513049186096;0.7442522316892227
1040;1;3528.0;100.0;5783;[0.13297596403250908, 0.2880857686321978, 0.35414144907487466, 0.22479681826041847];0.21742388890365197;0.4669347724249612;0.4798027194694928
1041;1;3503.0;100.0;5760;[0.1578125, 0.2560763888888889, 0.33125, 0.2548611111111111];0.027281349670803198;0.4183959820346505;0.4010906379720804
1042;1;3569.0;100.0;5904;[0.14905149051490515, 0.2738821138211382, 0.3321476964769648, 0.24491869918699186];0.22999259723213208;0.4692704359529683;0.46184910353860475
1043;1;3469.0;100.0;5882;[0.11458687521251275, 0.291737504250255, 0.35906154369262155, 0.23461407684461066];0.4714521695972128;0.5303875917999894;0.5083388648431912
1044;1;3479.0;100.0;5816;[0.11588720770288859, 0.2874828060522696, 0.38204951856946356, 0.21458046767537828];0.7136197045502505;0.5976722957694292;0.6055725382354058
1045;1;3501.0;100.0;5937;[0.12026275896917635, 0.2806131042614115, 0.3734209196563921, 0.22570321711302005];0.9257404776115191;0.6562864956310016;0.6615450093428471
1046;1;3503.0;100.0;5909;[0.09933998984599764, 0.281265865628702, 0.37654425452699275, 0.24284988999830767];0.6942206647009119;0.602611294717565;0.6042968655295998
1047;1;3485.0;100.0;5852;[0.12987012987012986, 0.28144224196855777, 0.3537252221462748, 0.2349624060150376];0.404235430124218;0.5054788869528649;0.5064004296325963
1048;1;3574.0;100.0;5800;[0.12948275862068964, 0.26241379310344826, 0.35724137931034483, 0.2508620689655172];0.18761607384379153;0.4439950579941741;0.45223380395878165
1049;1;3494.0;100.0;5846;[0.1498460485802258, 0.2582962709544988, 0.33783783783783783, 0.25401984262743754];0.01143163343667767;0.38617820437286876;0.3833561823400255
105;1;3478.0;100.0;5822;[0.007214015802129852, 0.07557540364136035, 0.40192373754723465, 0.5152868430092752];0.9240485429348478;0.8412263907377664;0.8489396243684022
1050;1;3456.0;100.0;5732;[0.12735519888346128, 0.27477320307048153, 0.34211444521981854, 0.2557571528262387];0.24373428193185342;0.4611424046587503;0.4826064737935816
1051;1;3503.0;100.0;5949;[0.11867540763153471, 0.2514708354345268, 0.37031433854429313, 0.25953941838964534];0.4810799624236663;0.530440844380236;0.5355766807698076
1052;1;3424.0;100.0;5801;[0.09670746423030512, 0.2602999482847785, 0.3906223064988795, 0.25237028098603687];0.7301046637885923;0.5475674623194304;0.5484124716566338
1053;1;3401.0;100.0;5969;[0.09616351147595913, 0.2561568101859608, 0.40006701289998325, 0.24761266543809685];0.9253354935392489;0.6400151823185456;0.639753254577855
1054;1;3381.0;100.0;5874;[0.10129383724889343, 0.26847122914538646, 0.3891726251276813, 0.2410623084780388];0.6693067427452635;0.5810481204390716;0.589716228761287
1055;1;3367.0;100.0;5784;[0.11583679114799447, 0.2581258644536653, 0.3628976486860304, 0.26313969571230983];0.43941831422285693;0.5275833841127404;0.49683608241953897
1056;1;3391.0;100.0;5915;[0.11834319526627218, 0.24970414201183433, 0.3643279797125951, 0.26762468300929837];0.20453652728898095;0.4760573600089509;0.4437075481613988
1057;1;3493.0;100.0;5827;[0.10485670156169556, 0.26016818259824953, 0.35489960528573883, 0.2800755105543161];0.005329680023163111;0.38406287332409583;0.4006956476282641
1058;1;3412.0;100.0;5925;[0.1039662447257384, 0.2607594936708861, 0.3648945147679325, 0.270379746835443];0.2230510693958713;0.4163096740881549;0.44358513218162593
1059;1;3375.0;100.0;6031;[0.08074946111755928, 0.23644503399104627, 0.4052395954236445, 0.27756590946774995];0.4628622724522689;0.5079091555745724;0.5218385002057611
106;1;3376.0;100.0;5982;[0.010197258441992645, 0.08592443998662655, 0.40103644266131727, 0.5028418589100635];0.7628760454696027;0.7750896893673407;0.7838714070230864
1060;1;3340.0;100.0;5858;[0.09525435302150904, 0.24342779105496756, 0.40218504609081596, 0.2591328098327074];0.6348720634830347;0.5505715643134048;0.5577053997532495
1061;1;3490.0;100.0;5854;[0.08643662453023573, 0.2529894089511445, 0.4057055005124701, 0.25486846600614965];0.9719162100578614;0.6314294877529877;0.6312160718620798
1062;1;3371.0;100.0;5955;[0.09118387909319899, 0.254911838790932, 0.39781696053736354, 0.25608732157850544];0.6417660144130619;0.5602920399903155;0.5619399852713602
1063;1;3323.0;100.0;5859;[0.10206519883939238, 0.24765318313705412, 0.37907492746202426, 0.2712066905615293];0.43971541790665614;0.5344537457584101;0.5470085483032393
1064;1;3304.0;100.0;5905;[0.10668924640135478, 0.25300592718035564, 0.37849280270956814, 0.2618120237087214];0.21570114658358014;0.4586315663309034;0.44648316723297155
1065;1;3388.0;100.0;6016;[0.0867686170212766, 0.2576462765957447, 0.36785239361702127, 0.28773271276595747];0.016095785684582396;0.3805898902938861;0.39195461135886
1066;1;3442.0;100.0;6029;[0.0898988223586001, 0.24713882899319953, 0.3751865981091392, 0.2877757505390612];0.21220529382005046;0.47873649068103885;0.46028119921474525
1067;1;3404.0;100.0;5787;[0.09279419388284085, 0.23587350959046138, 0.3939865215137377, 0.2773457750129601];0.44377649952828196;0.5078375842753097;0.5146323670375543
1068;1;3408.0;100.0;5816;[0.09026822558459423, 0.2542984869325997, 0.405777166437414, 0.24965612104539203];0.6948172018793032;0.5984753859383712;0.5819372791199705
1069;1;3410.0;100.0;5902;[0.07522873602168756, 0.23551338529312096, 0.4222297526262284, 0.2670281260589631];0.9841586478999598;0.64063273686665;0.6429234180469379
107;1;3363.0;100.0;6013;[0.015799101945784134, 0.11475137202727424, 0.4167636786961583, 0.4526858473307833];0.4974209870969446;0.6813879024480476;0.677213150288726
1070;1;3432.0;100.0;5939;[0.10355278666442162, 0.25408317898636135, 0.39804680922714264, 0.24431722512207443];0.6313686017761321;0.5666441973759982;0.5849400968442592
1071;1;3387.0;100.0;6000;[0.09683333333333333, 0.23583333333333334, 0.3973333333333333, 0.27];0.4399583511982551;0.5293820904153359;0.5205618058352638
1072;1;3504.0;100.0;5767;[0.10681463499219698, 0.25715276573608464, 0.3696896133171493, 0.2663429859545691];0.20631211178063782;0.45899621675247676;0.4535759211126228
1073;1;3425.0;100.0;5946;[0.11150353178607467, 0.256811301715439, 0.3462832156071308, 0.28540195089135556];0.012154030679073717;0.36373543741463726;0.37579895260459195
1074;1;3459.0;100.0;5844;[0.09514031485284052, 0.2734428473648186, 0.37166324435318276, 0.2597535934291581];0.20753450972381823;0.45454297883323436;0.4264301292868231
1075;1;3366.0;100.0;5844;[0.12012320328542095, 0.2785763175906913, 0.3613963039014374, 0.2399041752224504];0.4498518671270551;0.5308839816679847;0.5434075403422561
1076;1;3446.0;100.0;5902;[0.09132497458488648, 0.2511013215859031, 0.3856319891562182, 0.2719417146729922];0.6713482944192344;0.5831207253199792;0.6017282786475507
1077;1;3569.0;100.0;5962;[0.09577323045957732, 0.26836632002683664, 0.4005367326400537, 0.23532371687353237];0.9628598389283572;0.6666235765216277;0.6642494886684993
1078;1;3439.0;100.0;5931;[0.1178553363682347, 0.26302478502781995, 0.3813859382903389, 0.23773394031360648];0.675613199238979;0.5950841658034316;0.5808258701336363
1079;1;3515.0;100.0;5982;[0.12320294215981277, 0.2597793380140421, 0.3672684720829154, 0.24974924774322968];0.408440846277056;0.5069213982347263;0.5225110023660868
108;1;3418.0;100.0;6003;[0.018657337997667833, 0.13409961685823754, 0.39063801432617024, 0.45660503081792436];0.2509394783637795;0.5569325664546736;0.565533043557441
1080;1;3532.0;100.0;5858;[0.12564015022191874, 0.2787640833048822, 0.35438716285421645, 0.24120860361898258];0.2228820091902284;0.48205426091915;0.48279155115197736
1081;1;3502.0;101.0;5894;[0.15948422124194095, 0.2546657617916525, 0.3232100441126569, 0.26263997285374957];0.033170604757534326;0.43113385917409563;0.421860090515104
1082;1;3596.0;100.0;5836;[0.14084989718985608, 0.2650788211103495, 0.3517820424948595, 0.2422892392049349];0.21755848481996892;0.4747974264375035;0.47214121101782813
1083;1;3470.0;100.0;5730;[0.13595113438045375, 0.2867364746945899, 0.3549738219895288, 0.22233856893542758];0.45158324663639904;0.5527261657520636;0.5084443848709786
1084;1;3473.0;100.0;5793;[0.11548420507509062, 0.2808562057655791, 0.38719143794234423, 0.216468151216986];0.6824445258483544;0.602193093699487;0.6063390042822193
1085;1;3434.0;100.0;5934;[0.1124031007751938, 0.27789012470508934, 0.3764745534209639, 0.23323222109875294];0.9696296610172228;0.6402195050791374;0.6429221050609041
1086;1;3514.0;100.0;5935;[0.13529907329401852, 0.2948609941027801, 0.3604043807919124, 0.20943555181128895];0.7046865274624722;0.6311169275423707;0.6389075146361894
1087;1;3698.0;100.0;6013;[0.14535173790121403, 0.30118077498752704, 0.35140528854149344, 0.2020621985697655];0.48642156989122676;0.5505580656695497;0.5312906187631646
1088;1;3512.0;100.0;5917;[0.15937130302518168, 0.2993070812911949, 0.3243197566334291, 0.21700185905019437];0.23447077485671267;0.47304455272105156;0.4760564377172436
1089;1;3481.0;100.0;5735;[0.18430688753269397, 0.27131647776809065, 0.3095030514385353, 0.23487358326068003];0.02047177518162155;0.3752811502532779;0.44039291654614615
109;1;3565.0;100.0;5773;[0.020613199376407414, 0.1435995149835441, 0.4231768577862463, 0.4126104278538022];0.0187128668664036;0.4444277003512356;0.4568637856014238
1090;1;3613.0;100.0;5875;[0.1538723404255319, 0.2995744680851064, 0.32272340425531915, 0.22382978723404257];0.1827579471721402;0.4633583675029041;0.47323492728216837
1091;1;3580.0;100.0;5887;[0.15372855444199082, 0.28707321216239173, 0.3504331578053338, 0.20876507559028368];0.40063122885720004;0.5330823123326658;0.5454526830247279
1092;1;3551.0;100.0;5708;[0.1657323055360897, 0.3151716888577435, 0.33496846531184304, 0.18412754029432377];0.6738478422201342;0.6206022881488216;0.6237521501749893
1093;1;3556.0;100.0;5997;[0.12889778222444556, 0.3219943304985826, 0.34967483741870936, 0.19943304985826246];0.913427980679091;0.6706374252694974;0.6715704715317
1094;1;3641.0;100.0;5722;[0.16427822439706397, 0.32348829080741, 0.33117790982174067, 0.18105557497378538];0.6543245653765902;0.6067408996093994;0.609272674507243
1095;1;3566.0;100.0;5918;[0.16103413315309226, 0.30550861777627575, 0.33761405880364986, 0.19584319026698208];0.47121381163991627;0.5525711780321968;0.5527801063455766
1096;1;3666.0;100.0;5784;[0.20695020746887965, 0.3165629322268326, 0.2994467496542185, 0.17704011065006917];0.2230079835160272;0.48005649474204287;0.46552520393383817
1097;1;3498.0;100.0;5778;[0.1786085150571132, 0.2803738317757009, 0.3099688473520249, 0.23104880581516096];0.003096995415325904;0.39682405316243907;0.3937497831505625
1098;1;3675.0;100.0;5764;[0.1944829979181124, 0.29805690492713394, 0.3017002081887578, 0.20575988896599584];0.1781941524895117;0.48311936233535235;0.45707743264068923
1099;1;3516.0;100.0;5852;[0.14866712235133286, 0.31852358168147643, 0.3318523581681476, 0.20095693779904306];0.41850680478047536;0.5375782131493615;0.5413664855253235
11;1;3498.0;100.0;5976;[0.004350736278447122, 0.06710174029451138, 0.35023427041499333, 0.5783132530120482];0.4244192516671425;0.7058252703567887;0.6896036607730108
110;1;3436.0;100.0;6053;[0.02676358830332067, 0.14042623492483067, 0.38542871303485876, 0.44738146373698995];0.18494456847990348;0.5702796321306054;0.5424338238914376
1100;1;3570.0;100.0;5990;[0.13906510851419032, 0.27712854757929883, 0.3631051752921536, 0.22070116861435726];0.6889633696983273;0.6243262974603156;0.6200271077279482
1101;1;3601.0;100.0;5956;[0.15396239086635324, 0.3080926796507723, 0.3509066487575554, 0.187038280725319];0.9310122747862276;0.6870227241645294;0.6792226729679858
1102;1;3584.0;100.0;5879;[0.13131484946419458, 0.30039122299710835, 0.3607756421160061, 0.20751828542269093];0.707839093520138;0.6145558702234654;0.6032925574716819
1103;1;3573.0;100.0;5933;[0.13517613349064553, 0.2986684645204787, 0.3649081409067925, 0.20124726108208327];0.4788592390661394;0.5418179025431892;0.5475981819449675
1104;1;3540.0;100.0;5798;[0.1279751638496033, 0.27940669196274576, 0.34546395308727146, 0.24715419110037945];0.23889542101477637;0.48037652812342385;0.49221521224251297
1105;1;3540.0;100.0;5856;[0.14737021857923496, 0.2667349726775956, 0.3237704918032787, 0.2621243169398907];0.01215436414890158;0.4078906685060712;0.4297751138415752
1106;1;3446.0;100.0;6016;[0.1387965425531915, 0.2790890957446808, 0.3537234042553192, 0.2283909574468085];0.20888204590307405;0.4699973071998729;0.4659551887952299
1107;1;3545.0;100.0;5978;[0.12412177985948478, 0.28036132485781196, 0.35312813650050184, 0.2423887587822014];0.3800197874064186;0.5184944423618572;0.5193917109068766
1108;1;3584.0;100.0;5807;[0.10935078353711039, 0.2645083519889788, 0.38281384535904944, 0.24332701911486138];0.6382627269916205;0.5815959910105933;0.6130135445036794
1109;1;3565.0;100.0;5887;[0.12417190419568541, 0.2909801257006964, 0.3626634958382878, 0.2221844742653304];0.8607401173310749;0.6641571876894403;0.6567031243029186
111;1;3502.0;100.0;5942;[0.014641534836755302, 0.12369572534500169, 0.42157522719623025, 0.4400875126220128];0.3694933847706136;0.6259348232292833;0.6143393410001382
1110;1;3563.0;100.0;5742;[0.11093695576454198, 0.2711598746081505, 0.3850574712643678, 0.23284569836293975];0.6658997685277128;0.6244538817425533;0.6221626642649712
1111;1;3541.0;100.0;5723;[0.11322732832430543, 0.2650707670802027, 0.3891315743491176, 0.23257033024637427];0.4714072477975492;0.5520962363654414;0.5293126880374431
1112;1;3459.0;100.0;6020;[0.09800664451827243, 0.2435215946843854, 0.37857142857142856, 0.2799003322259136];0.2659883253423693;0.4763429102210397;0.4831193608302311
1113;1;3587.0;100.0;6015;[0.12485453034081463, 0.24738154613466334, 0.3509559434746467, 0.27680798004987534];0.02716458361332715;0.40440178510965774;0.4119155482195474
1114;1;3504.0;100.0;5801;[0.11704878469229443, 0.24875021548008963, 0.36114463023616616, 0.27305636959144974];0.18778029159936616;0.450694792796503;0.4336173982228818
1115;1;3413.0;100.0;6040;[0.10364238410596026, 0.2577814569536424, 0.36357615894039735, 0.275];0.4152377027509425;0.5049646110807522;0.5070641050347645
1116;1;3550.0;100.0;5877;[0.0930746979751574, 0.24400204185809085, 0.39356814701378257, 0.2693551131529692];0.6221763291276102;0.5891663644065169;0.5817182407533653
1117;1;3448.0;100.0;5810;[0.10137693631669535, 0.2683304647160069, 0.38691910499139415, 0.2433734939759036];0.8762454683486427;0.6550530477612259;0.64692517736063
1118;1;3459.0;100.0;5840;[0.10428082191780821, 0.2602739726027397, 0.39845890410958906, 0.236986301369863];0.7111293085421685;0.5720114731566662;0.5883096319540579
1119;1;3407.0;100.0;5877;[0.1053258465203335, 0.24655436447166923, 0.37995575974136464, 0.26816402926663263];0.4048074004490779;0.5091783254769922;0.5059354975259425
112;1;3417.0;100.0;5811;[0.028222336947169163, 0.1282051282051282, 0.4204095680605748, 0.42316296678712784];0.6680515340082896;0.7478609832845514;0.774619410922035
1120;1;3375.0;100.0;5781;[0.08614426569797613, 0.2499567548866978, 0.384016606123508, 0.27988237329181803];0.27813357050725;0.49353909971597704;0.46733089668899586
1121;1;3461.0;100.0;5901;[0.09439078122352143, 0.23877308930689714, 0.3650228774783935, 0.3018132519911879];0.057852387313634665;0.38790585694199164;0.4162579537212777
1122;1;3457.0;100.0;5845;[0.11120615911035073, 0.24550898203592814, 0.36407185628742517, 0.279213002566296];0.18011088348296958;0.4112001355103844;0.4438838369029538
1123;1;3385.0;100.0;5801;[0.09687984830201689, 0.24909498362351318, 0.38700224099293223, 0.2670229270815377];0.4227358111745169;0.5136602389911802;0.5230645353202266
1124;1;3397.0;100.0;5863;[0.08869179600886919, 0.24970151799420093, 0.401330376940133, 0.2602763090567969];0.6276407460951627;0.547804320831741;0.5499619726013865
1125;1;3466.0;100.0;5826;[0.08462066598008926, 0.23480947476828012, 0.411946446961895, 0.2686234122897357];0.8637580088539225;0.6461407356817792;0.6357567231066223
1126;1;3355.0;100.0;5787;[0.08709175738724728, 0.23984793502678417, 0.4086746155175393, 0.2643856920684292];0.7133288480533284;0.6178494210073269;0.6142302509133177
1127;1;3368.0;100.0;5935;[0.08963774220724516, 0.2387531592249368, 0.39393428812131426, 0.2776748104465038];0.48613524180466106;0.5381540688762392;0.5376271378188103
1128;1;3381.0;100.0;5889;[0.10969604347087791, 0.2632025810833758, 0.35829512650704703, 0.26880624893869925];0.25572125383063155;0.49019277694140817;0.4729305992714361
1129;1;3359.0;100.0;5848;[0.11046511627906977, 0.26966484268125857, 0.34251025991792067, 0.277359781121751];0.042194266198442215;0.4047298715752434;0.3928705960043112
113;1;3508.0;100.0;5866;[0.015683600409137403, 0.09307875894988067, 0.4519263552676441, 0.43931128537333786];0.9262592269089319;0.8499201169753708;0.8486641780526036
1130;1;3373.0;100.0;6055;[0.09529314616019818, 0.25763831544178367, 0.36680429397192404, 0.28026424442609416];0.17946417897748623;0.4454913340906268;0.45003131806500174
1131;1;3413.0;100.0;5939;[0.09749116012796767, 0.24280181848796092, 0.39400572486950663, 0.26570129651456476];0.3710186157697066;0.5192357247740579;0.495317623680441
1132;1;3344.0;100.0;5806;[0.08990699276610403, 0.260592490527041, 0.3951085084395453, 0.2543920082673097];0.5499995825760936;0.5670062067251614;0.5617031117829749
1133;1;3407.0;100.0;5902;[0.08658082006099627, 0.23737716028464928, 0.39749237546594374, 0.2785496441884107];0.8885631473830695;0.6453234864657947;0.6385430878120614
1134;1;3480.0;100.0;5876;[0.09411164057181756, 0.24012933968686181, 0.41167460857726346, 0.25408441116405717];0.7873270171551097;0.6062563213497331;0.6214355924610347
1135;1;3500.0;100.0;5839;[0.0823771193697551, 0.23154649768796026, 0.4165096763144374, 0.2695667066278472];0.49400056710078943;0.5146292258296032;0.506354244278035
1136;1;3429.0;100.0;5822;[0.08656818962555823, 0.24768120920645825, 0.376331157677774, 0.28941944349020954];0.3002113388146796;0.4971210940681639;0.47296862939271456
1137;1;3392.0;100.0;5889;[0.11988453048055697, 0.2643912379011717, 0.3292579385294617, 0.28646629308880966];0.05927066393093288;0.4319575818813511;0.4308172411819832
1138;1;3372.0;100.0;5838;[0.11819116135662898, 0.25025693730729703, 0.34772182254196643, 0.2838300787941076];0.1575410907895105;0.44647459977763526;0.44538845810511907
1139;1;3523.0;100.0;5910;[0.11455160744500846, 0.2614213197969543, 0.3565143824027073, 0.26751269035532993];0.346625650478112;0.5001640029485047;0.5370494499982833
114;1;3407.0;100.0;5886;[0.013761467889908258, 0.09344206591913014, 0.4322120285423038, 0.4605844376486578];0.7420812307740985;0.7537197715198941;0.7529226883811654
1140;1;3490.0;100.0;5845;[0.10213857998289136, 0.26415739948674083, 0.3806672369546621, 0.25303678357570575];0.5730114669147359;0.566662786249144;0.5652168047062198
1141;1;3462.0;100.0;5824;[0.10319368131868131, 0.2510302197802198, 0.3985233516483517, 0.24725274725274726];0.8414692745113963;0.6515794527677303;0.6558207445601781
1142;1;3435.0;100.0;5884;[0.10622025832766825, 0.25509857239972805, 0.3784840244731475, 0.26019714479945616];0.6383563558534621;0.6469454446928853;0.638799372888663
1143;1;3504.0;100.0;5949;[0.09749537737434863, 0.2627332324760464, 0.39536056480080684, 0.24441082534879813];0.5058749664912513;0.5451770764685935;0.5600480269845513
1144;1;3474.0;100.0;5773;[0.11986835267625151, 0.273168196778105, 0.3545816733067729, 0.2523817772388706];0.28855771888018583;0.4924237254458531;0.48012435230392503
1145;1;3515.0;100.0;5795;[0.12424503882657463, 0.24918032786885247, 0.3473684210526316, 0.2792062122519413];0.05296019737338245;0.410569479934941;0.41210432239061123
1146;1;3521.0;100.0;5845;[0.12899914456800685, 0.2928999144568007, 0.33224978614200174, 0.24585115483319075];0.1585014296508828;0.45344550933354744;0.46400505835681827
1147;1;3484.0;100.0;5902;[0.13503896984073196, 0.2738054896645205, 0.349203659776347, 0.24195188071840054];0.3716030797002792;0.5389121064824776;0.5356328570518849
