random_mating,leakage,fertility
0.07421875,0.38671875,0.183984375
0.07421875,0.20390624999999998,0.183984375
0.37890625,0.38671875,0.183984375
0.37890625,0.20390624999999998,0.256640625
0.37890625,0.20390624999999998,0.183984375
0.10546875,0.10546875,0.059765624999999996
0.59765625,0.10546875,0.059765624999999996
0.10546875,0.41015625,0.059765624999999996
0.10546875,0.10546875,0.099609375
0.10546875,0.41015625,0.099609375
0.59765625,0.10546875,0.099609375
0.59765625,0.41015625,0.059765624999999996
0.59765625,0.41015625,0.099609375
0.60546875,0.40546875,0.20976562499999998
0.09765625,0.40546875,0.20976562499999998
0.60546875,0.11015625,0.20976562499999998
0.60546875,0.40546875,0.249609375
0.60546875,0.11015625,0.249609375
0.09765625,0.40546875,0.249609375
0.09765625,0.11015625,0.20976562499999998
0.09765625,0.11015625,0.249609375
0.85546875,0.25546874999999997,0.134765625
0.84765625,0.25546874999999997,0.134765625
0.85546875,0.26015625,0.134765625
0.85546875,0.25546874999999997,0.17460937499999998
0.85546875,0.26015625,0.17460937499999998
0.84765625,0.25546874999999997,0.17460937499999998
0.84765625,0.26015625,0.134765625
0.84765625,0.26015625,0.17460937499999998
0.35546875,0.55546875,0.28476562499999997
0.34765625,0.55546875,0.28476562499999997
0.35546875,0.56015625,0.28476562499999997
0.35546875,0.55546875,0.024609375
0.35546875,0.56015625,0.024609375
0.34765625,0.55546875,0.024609375
0.34765625,0.56015625,0.28476562499999997
0.34765625,0.56015625,0.024609375
0.48046875,0.18046874999999998,0.172265625
0.47265625,0.18046874999999998,0.172265625
0.48046875,0.48515624999999996,0.172265625
0.48046875,0.18046874999999998,0.137109375
0.48046875,0.48515624999999996,0.137109375
0.47265625,0.18046874999999998,0.137109375
0.47265625,0.48515624999999996,0.172265625
0.47265625,0.48515624999999996,0.137109375
0.98046875,0.48046875,0.022265625
0.97265625,0.48046875,0.022265625
0.98046875,0.18515625,0.022265625
0.98046875,0.48046875,0.287109375
0.98046875,0.18515625,0.287109375
0.97265625,0.48046875,0.287109375
0.97265625,0.18515625,0.022265625
0.97265625,0.18515625,0.287109375
0.73046875,0.03046875,0.247265625
0.22265625,0.03046875,0.247265625
0.73046875,0.03515625,0.247265625
0.73046875,0.03046875,0.212109375
0.73046875,0.03515625,0.212109375
0.22265625,0.03046875,0.212109375
0.22265625,0.03515625,0.247265625
0.22265625,0.03515625,0.212109375
0.23046875,0.33046875,0.097265625
0.72265625,0.33046875,0.097265625
0.23046875,0.33515625,0.097265625
0.23046875,0.33046875,0.062109374999999994
0.23046875,0.33515625,0.062109374999999994
0.72265625,0.33046875,0.062109374999999994
0.72265625,0.33515625,0.097265625
0.72265625,0.33515625,0.062109374999999994
0.16796875,0.29296875,0.228515625
0.91015625,0.29296875,0.228515625
0.16796875,0.14765625,0.228515625
0.16796875,0.29296875,0.005859375
0.16796875,0.14765625,0.005859375
0.91015625,0.29296875,0.005859375
0.91015625,0.14765625,0.228515625
0.91015625,0.14765625,0.005859375
0.66796875,0.5929687499999999,0.07851562499999999
0.41015625,0.5929687499999999,0.07851562499999999
0.66796875,0.44765625,0.07851562499999999
0.66796875,0.5929687499999999,0.155859375
0.66796875,0.44765625,0.155859375
0.41015625,0.5929687499999999,0.155859375
0.41015625,0.44765625,0.07851562499999999
0.41015625,0.44765625,0.155859375
0.91796875,0.14296875,0.153515625
0.66015625,0.14296875,0.153515625
0.91796875,0.59765625,0.153515625
0.91796875,0.14296875,0.23085937499999998
0.91796875,0.59765625,0.23085937499999998
0.66015625,0.14296875,0.23085937499999998
0.66015625,0.59765625,0.153515625
0.66015625,0.59765625,0.23085937499999998
0.41796875,0.44296874999999997,0.0035156249999999997
0.16015625,0.44296874999999997,0.0035156249999999997
0.41796875,0.29765625,0.0035156249999999997
0.41796875,0.44296874999999997,0.080859375
0.41796875,0.29765625,0.080859375
0.16015625,0.44296874999999997,0.080859375
0.16015625,0.29765625,0.0035156249999999997
0.16015625,0.29765625,0.080859375
0.29296875,0.06796875,0.116015625
0.03515625,0.06796875,0.116015625
0.29296875,0.22265625,0.116015625
0.29296875,0.06796875,0.043359375
0.29296875,0.22265625,0.043359375
0.03515625,0.06796875,0.043359375
0.03515625,0.22265625,0.116015625
0.03515625,0.22265625,0.043359375
0.79296875,0.36796875,0.266015625
0.53515625,0.36796875,0.266015625
0.79296875,0.5226562499999999,0.266015625
0.79296875,0.36796875,0.193359375
0.79296875,0.5226562499999999,0.193359375
0.53515625,0.36796875,0.193359375
0.53515625,0.5226562499999999,0.266015625
0.53515625,0.5226562499999999,0.193359375
0.54296875,0.21796875,0.041015625
0.28515625,0.21796875,0.041015625
0.54296875,0.37265624999999997,0.041015625
0.54296875,0.21796875,0.268359375
0.54296875,0.37265624999999997,0.268359375
0.28515625,0.21796875,0.268359375
0.28515625,0.37265624999999997,0.041015625
0.28515625,0.37265624999999997,0.268359375
0.04296875,0.51796875,0.191015625
0.78515625,0.51796875,0.191015625
0.04296875,0.07265624999999999,0.191015625
0.04296875,0.51796875,0.11835937499999999
0.04296875,0.07265624999999999,0.11835937499999999
0.78515625,0.51796875,0.11835937499999999
0.78515625,0.07265624999999999,0.191015625
0.78515625,0.07265624999999999,0.11835937499999999
0.05859375,0.03984375,0.298828125
0.73828125,0.03984375,0.298828125
0.05859375,0.45703125,0.298828125
0.05859375,0.03984375,0.076171875
0.05859375,0.45703125,0.076171875
0.73828125,0.03984375,0.076171875
0.73828125,0.45703125,0.298828125
0.73828125,0.45703125,0.076171875
0.55859375,0.33984375,0.148828125
0.23828125,0.33984375,0.148828125
0.55859375,0.15703124999999998,0.148828125
0.55859375,0.33984375,0.226171875
0.55859375,0.15703124999999998,0.226171875
0.23828125,0.33984375,0.226171875
0.23828125,0.15703124999999998,0.148828125
0.23828125,0.15703124999999998,0.226171875
0.80859375,0.18984375,0.223828125
0.98828125,0.18984375,0.223828125
0.80859375,0.007031249999999999,0.223828125
0.80859375,0.18984375,0.15117187499999998
0.80859375,0.007031249999999999,0.15117187499999998
0.98828125,0.18984375,0.15117187499999998
0.98828125,0.007031249999999999,0.223828125
0.98828125,0.007031249999999999,0.15117187499999998
0.30859375,0.48984374999999997,0.073828125
0.48828125,0.48984374999999997,0.073828125
0.30859375,0.30703125,0.073828125
0.30859375,0.48984374999999997,0.001171875
0.30859375,0.30703125,0.001171875
0.48828125,0.48984374999999997,0.001171875
0.48828125,0.30703125,0.073828125
0.48828125,0.30703125,0.001171875
0.43359375,0.26484375,0.111328125
0.36328125,0.26484375,0.111328125
0.43359375,0.38203125,0.111328125
0.43359375,0.26484375,0.11367187499999999
0.43359375,0.38203125,0.11367187499999999
0.36328125,0.26484375,0.11367187499999999
0.36328125,0.38203125,0.111328125
0.36328125,0.38203125,0.11367187499999999
0.93359375,0.56484375,0.26132812499999997
0.86328125,0.56484375,0.26132812499999997
0.93359375,0.08203125,0.26132812499999997
0.93359375,0.56484375,0.263671875
0.93359375,0.08203125,0.263671875
0.86328125,0.56484375,0.263671875
0.86328125,0.08203125,0.26132812499999997
0.86328125,0.08203125,0.263671875
0.68359375,0.11484375,0.036328124999999996
0.11328125,0.11484375,0.036328124999999996
0.68359375,0.23203125,0.036328124999999996
0.68359375,0.11484375,0.188671875
0.68359375,0.23203125,0.188671875
0.11328125,0.11484375,0.188671875
0.11328125,0.23203125,0.036328124999999996
0.11328125,0.23203125,0.188671875
0.18359375,0.41484375,0.18632812499999998
0.61328125,0.41484375,0.18632812499999998
0.18359375,0.53203125,0.18632812499999998
0.18359375,0.41484375,0.038671875
0.18359375,0.53203125,0.038671875
0.61328125,0.41484375,0.038671875
0.61328125,0.53203125,0.18632812499999998
0.61328125,0.53203125,0.038671875
0.24609375,0.15234375,0.017578125
0.80078125,0.15234375,0.017578125
0.24609375,0.19453125,0.017578125
0.24609375,0.15234375,0.019921875
0.24609375,0.19453125,0.019921875
0.80078125,0.15234375,0.019921875
0.80078125,0.19453125,0.017578125
0.80078125,0.19453125,0.019921875
0.74609375,0.45234375,0.167578125
0.30078125,0.45234375,0.167578125
0.74609375,0.49453125,0.167578125
0.74609375,0.45234375,0.169921875
0.74609375,0.49453125,0.169921875
0.30078125,0.45234375,0.169921875
0.30078125,0.49453125,0.167578125
0.30078125,0.49453125,0.169921875
0.99609375,0.00234375,0.092578125
0.55078125,0.00234375,0.092578125
0.99609375,0.34453125,0.092578125
0.99609375,0.00234375,0.24492187499999998
0.99609375,0.34453125,0.24492187499999998
0.55078125,0.00234375,0.24492187499999998
0.55078125,0.34453125,0.092578125
0.55078125,0.34453125,0.24492187499999998
0.49609375,0.30234374999999997,0.24257812499999998
0.05078125,0.30234374999999997,0.24257812499999998
0.49609375,0.04453125,0.24257812499999998
0.49609375,0.30234374999999997,0.094921875
0.49609375,0.04453125,0.094921875
0.05078125,0.30234374999999997,0.094921875
0.05078125,0.04453125,0.24257812499999998
0.05078125,0.04453125,0.094921875
0.37109375,0.07734375,0.205078125
0.17578125,0.07734375,0.205078125
0.37109375,0.11953124999999999,0.205078125
0.37109375,0.07734375,0.057421875
0.37109375,0.11953124999999999,0.057421875
0.17578125,0.07734375,0.057421875
0.17578125,0.11953124999999999,0.205078125
0.17578125,0.11953124999999999,0.057421875
0.87109375,0.37734375,0.055078125
0.67578125,0.37734375,0.055078125
0.87109375,0.41953124999999997,0.055078125
0.87109375,0.37734375,0.207421875
0.87109375,0.41953124999999997,0.207421875
0.67578125,0.37734375,0.207421875
0.67578125,0.41953124999999997,0.055078125
0.67578125,0.41953124999999997,0.207421875
0.62109375,0.22734374999999998,0.280078125
0.42578125,0.22734374999999998,0.280078125
0.62109375,0.5695312499999999,0.280078125
0.62109375,0.22734374999999998,0.282421875
0.62109375,0.5695312499999999,0.282421875
0.42578125,0.22734374999999998,0.282421875
0.42578125,0.5695312499999999,0.280078125
0.42578125,0.5695312499999999,0.282421875
0.12109375,0.52734375,0.130078125
0.92578125,0.52734375,0.130078125
0.12109375,0.26953125,0.130078125
0.12109375,0.52734375,0.132421875
0.12109375,0.26953125,0.132421875
0.92578125,0.52734375,0.132421875
0.92578125,0.26953125,0.130078125
0.92578125,0.26953125,0.132421875
0.08984375,0.24609375,0.158203125
0.08203125,0.24609375,0.158203125
0.08984375,0.32578124999999997,0.158203125
0.08984375,0.24609375,0.216796875
0.08984375,0.32578124999999997,0.216796875
0.08203125,0.24609375,0.216796875
0.08203125,0.32578124999999997,0.158203125
0.08203125,0.32578124999999997,0.216796875
0.58984375,0.5460937499999999,0.008203125
0.58203125,0.5460937499999999,0.008203125
0.58984375,0.02578125,0.008203125
0.58984375,0.5460937499999999,0.06679687499999999
0.58984375,0.02578125,0.06679687499999999
0.58203125,0.5460937499999999,0.06679687499999999
0.58203125,0.02578125,0.008203125
0.58203125,0.02578125,0.06679687499999999
0.83984375,0.09609374999999999,0.23320312499999998
0.33203125,0.09609374999999999,0.23320312499999998
0.83984375,0.17578125,0.23320312499999998
0.83984375,0.09609374999999999,0.141796875
0.83984375,0.17578125,0.141796875
0.33203125,0.09609374999999999,0.141796875
0.33203125,0.17578125,0.23320312499999998
0.33203125,0.17578125,0.141796875
0.33984375,0.39609374999999997,0.083203125
0.83203125,0.39609374999999997,0.083203125
0.33984375,0.47578125,0.083203125
0.33984375,0.39609374999999997,0.291796875
0.33984375,0.47578125,0.291796875
0.83203125,0.39609374999999997,0.291796875
0.83203125,0.47578125,0.083203125
0.83203125,0.47578125,0.291796875
0.46484375,0.021093749999999998,0.045703125
0.95703125,0.021093749999999998,0.045703125
0.46484375,0.55078125,0.045703125
0.46484375,0.021093749999999998,0.179296875
0.46484375,0.55078125,0.179296875
0.95703125,0.021093749999999998,0.179296875
0.95703125,0.55078125,0.045703125
0.95703125,0.55078125,0.179296875
0.96484375,0.32109375,0.195703125
0.45703125,0.32109375,0.195703125
0.96484375,0.25078125,0.195703125
0.96484375,0.32109375,0.029296875
0.96484375,0.25078125,0.029296875
0.45703125,0.32109375,0.029296875
0.45703125,0.25078125,0.195703125
0.45703125,0.25078125,0.029296875
0.71484375,0.17109375,0.120703125
0.70703125,0.17109375,0.120703125
0.71484375,0.10078125,0.120703125
0.71484375,0.17109375,0.104296875
0.71484375,0.10078125,0.104296875
0.70703125,0.17109375,0.104296875
0.70703125,0.10078125,0.120703125
0.70703125,0.10078125,0.104296875
0.21484375,0.47109375,0.270703125
0.20703125,0.47109375,0.270703125
0.21484375,0.40078125,0.270703125
0.21484375,0.47109375,0.254296875
0.21484375,0.40078125,0.254296875
0.20703125,0.47109375,0.254296875
0.20703125,0.40078125,0.270703125
0.20703125,0.40078125,0.254296875
0.15234375,0.13359374999999998,0.13945312499999998
0.39453125,0.13359374999999998,0.13945312499999998
0.15234375,0.06328125,0.13945312499999998
0.15234375,0.13359374999999998,0.27304687499999997
0.15234375,0.06328125,0.27304687499999997
0.39453125,0.13359374999999998,0.27304687499999997
0.39453125,0.06328125,0.13945312499999998
0.39453125,0.06328125,0.27304687499999997
0.65234375,0.43359375,0.289453125
0.89453125,0.43359375,0.289453125
0.65234375,0.36328125,0.289453125
0.65234375,0.43359375,0.123046875
0.65234375,0.36328125,0.123046875
0.89453125,0.43359375,0.123046875
0.89453125,0.36328125,0.289453125
0.89453125,0.36328125,0.123046875
0.90234375,0.28359375,0.064453125
0.14453125,0.28359375,0.064453125
0.90234375,0.51328125,0.064453125
0.90234375,0.28359375,0.048046874999999996
0.90234375,0.51328125,0.048046874999999996
0.14453125,0.28359375,0.048046874999999996
0.14453125,0.51328125,0.064453125
0.14453125,0.51328125,0.048046874999999996
0.40234375,0.58359375,0.214453125
0.64453125,0.58359375,0.214453125
0.40234375,0.21328125,0.214453125
0.40234375,0.58359375,0.19804687499999998
0.40234375,0.21328125,0.19804687499999998
0.64453125,0.58359375,0.19804687499999998
0.64453125,0.21328125,0.214453125
0.64453125,0.21328125,0.19804687499999998
0.27734375,0.20859375,0.251953125
0.51953125,0.20859375,0.251953125
0.27734375,0.28828125,0.251953125
0.27734375,0.20859375,0.235546875
0.27734375,0.28828125,0.235546875
0.51953125,0.20859375,0.235546875
0.51953125,0.28828125,0.251953125
0.51953125,0.28828125,0.235546875
0.77734375,0.50859375,0.10195312499999999
0.01953125,0.50859375,0.10195312499999999
0.77734375,0.58828125,0.10195312499999999
0.77734375,0.50859375,0.085546875
0.77734375,0.58828125,0.085546875
0.01953125,0.50859375,0.085546875
0.01953125,0.58828125,0.10195312499999999
0.01953125,0.58828125,0.085546875
0.52734375,0.05859375,0.176953125
0.76953125,0.05859375,0.176953125
0.52734375,0.43828125,0.176953125
0.52734375,0.05859375,0.010546874999999999
0.52734375,0.43828125,0.010546874999999999
0.76953125,0.05859375,0.010546874999999999
0.76953125,0.43828125,0.176953125
0.76953125,0.43828125,0.010546874999999999
0.02734375,0.35859375,0.026953124999999998
0.26953125,0.35859375,0.026953124999999998
0.02734375,0.13828125,0.026953124999999998
0.02734375,0.35859375,0.160546875
0.02734375,0.13828125,0.160546875
0.26953125,0.35859375,0.160546875
0.26953125,0.13828125,0.026953124999999998
0.26953125,0.13828125,0.160546875
0.01953125,0.11953124999999999,0.179296875
0.90234375,0.11953124999999999,0.179296875
0.01953125,0.15234375,0.179296875
0.01953125,0.11953124999999999,0.26132812499999997
0.01953125,0.15234375,0.26132812499999997
0.90234375,0.11953124999999999,0.26132812499999997
0.90234375,0.15234375,0.179296875
0.90234375,0.15234375,0.26132812499999997
0.51953125,0.41953124999999997,0.029296875
0.40234375,0.41953124999999997,0.029296875
0.51953125,0.45234375,0.029296875
0.51953125,0.41953124999999997,0.111328125
0.51953125,0.45234375,0.111328125
0.40234375,0.41953124999999997,0.111328125
0.40234375,0.45234375,0.029296875
0.40234375,0.45234375,0.111328125
0.76953125,0.26953125,0.254296875
0.65234375,0.26953125,0.254296875
0.76953125,0.30234374999999997,0.254296875
0.76953125,0.26953125,0.036328124999999996
0.76953125,0.30234374999999997,0.036328124999999996
0.65234375,0.26953125,0.036328124999999996
0.65234375,0.30234374999999997,0.254296875
0.65234375,0.30234374999999997,0.036328124999999996
0.26953125,0.5695312499999999,0.104296875
0.15234375,0.5695312499999999,0.104296875
0.26953125,0.00234375,0.104296875
0.26953125,0.5695312499999999,0.18632812499999998
0.26953125,0.00234375,0.18632812499999998
0.15234375,0.5695312499999999,0.18632812499999998
0.15234375,0.00234375,0.104296875
0.15234375,0.00234375,0.18632812499999998
0.39453125,0.19453125,0.06679687499999999
0.02734375,0.19453125,0.06679687499999999
0.39453125,0.07734375,0.06679687499999999
0.39453125,0.19453125,0.298828125
0.39453125,0.07734375,0.298828125
0.02734375,0.19453125,0.298828125
0.02734375,0.07734375,0.06679687499999999
0.02734375,0.07734375,0.298828125
0.89453125,0.49453125,0.216796875
0.52734375,0.49453125,0.216796875
0.89453125,0.37734375,0.216796875
0.89453125,0.49453125,0.148828125
0.89453125,0.37734375,0.148828125
0.52734375,0.49453125,0.148828125
0.52734375,0.37734375,0.216796875
0.52734375,0.37734375,0.148828125
0.64453125,0.04453125,0.141796875
0.27734375,0.04453125,0.141796875
0.64453125,0.52734375,0.141796875
0.64453125,0.04453125,0.073828125
0.64453125,0.52734375,0.073828125
0.27734375,0.04453125,0.073828125
0.27734375,0.52734375,0.141796875
0.27734375,0.52734375,0.073828125
0.14453125,0.34453125,0.291796875
0.77734375,0.34453125,0.291796875
0.14453125,0.22734374999999998,0.291796875
0.14453125,0.34453125,0.223828125
0.14453125,0.22734374999999998,0.223828125
0.77734375,0.34453125,0.223828125
0.77734375,0.22734374999999998,0.291796875
0.77734375,0.22734374999999998,0.223828125
0.20703125,0.23203125,0.123046875
0.58984375,0.23203125,0.123046875
0.20703125,0.48984374999999997,0.123046875
0.20703125,0.23203125,0.167578125
0.20703125,0.48984374999999997,0.167578125
0.58984375,0.23203125,0.167578125
0.58984375,0.48984374999999997,0.123046875
0.58984375,0.48984374999999997,0.167578125
0.70703125,0.53203125,0.27304687499999997
0.08984375,0.53203125,0.27304687499999997
0.70703125,0.18984375,0.27304687499999997
0.70703125,0.53203125,0.017578125
0.70703125,0.18984375,0.017578125
0.08984375,0.53203125,0.017578125
0.08984375,0.18984375,0.27304687499999997
0.08984375,0.18984375,0.017578125
0.95703125,0.08203125,0.048046874999999996
0.83984375,0.08203125,0.048046874999999996
0.95703125,0.03984375,0.048046874999999996
0.95703125,0.08203125,0.092578125
0.95703125,0.03984375,0.092578125
0.83984375,0.08203125,0.092578125
0.83984375,0.03984375,0.048046874999999996
0.83984375,0.03984375,0.092578125
0.45703125,0.38203125,0.19804687499999998
0.33984375,0.38203125,0.19804687499999998
0.45703125,0.33984375,0.19804687499999998
0.45703125,0.38203125,0.24257812499999998
0.45703125,0.33984375,0.24257812499999998
0.33984375,0.38203125,0.24257812499999998
0.33984375,0.33984375,0.19804687499999998
0.33984375,0.33984375,0.24257812499999998
0.33203125,0.007031249999999999,0.235546875
0.46484375,0.007031249999999999,0.235546875
0.33203125,0.41484375,0.235546875
0.33203125,0.007031249999999999,0.205078125
0.33203125,0.41484375,0.205078125
0.46484375,0.007031249999999999,0.205078125
0.46484375,0.41484375,0.235546875
0.46484375,0.41484375,0.205078125
0.83203125,0.30703125,0.085546875
0.96484375,0.30703125,0.085546875
0.83203125,0.11484375,0.085546875
0.83203125,0.30703125,0.055078125
0.83203125,0.11484375,0.055078125
0.96484375,0.30703125,0.055078125
0.96484375,0.11484375,0.085546875
0.96484375,0.11484375,0.055078125
0.58203125,0.15703124999999998,0.160546875
0.21484375,0.15703124999999998,0.160546875
0.58203125,0.26484375,0.160546875
0.58203125,0.15703124999999998,0.130078125
0.58203125,0.26484375,0.130078125
0.21484375,0.15703124999999998,0.130078125
0.21484375,0.26484375,0.160546875
0.21484375,0.26484375,0.130078125
0.08203125,0.45703125,0.010546874999999999
0.71484375,0.45703125,0.010546874999999999
0.08203125,0.56484375,0.010546874999999999
0.08203125,0.45703125,0.280078125
0.08203125,0.56484375,0.280078125
0.71484375,0.45703125,0.280078125
0.71484375,0.56484375,0.010546874999999999
0.71484375,0.56484375,0.280078125
0.11328125,0.17578125,0.263671875
0.30859375,0.17578125,0.263671875
0.11328125,0.021093749999999998,0.263671875
0.11328125,0.17578125,0.045703125
0.11328125,0.021093749999999998,0.045703125
0.30859375,0.17578125,0.045703125
0.30859375,0.021093749999999998,0.263671875
0.30859375,0.021093749999999998,0.045703125
0.61328125,0.47578125,0.11367187499999999
0.80859375,0.47578125,0.11367187499999999
0.61328125,0.32109375,0.11367187499999999
0.61328125,0.47578125,0.195703125
0.61328125,0.32109375,0.195703125
0.80859375,0.47578125,0.195703125
0.80859375,0.32109375,0.11367187499999999
0.80859375,0.32109375,0.195703125
0.86328125,0.02578125,0.188671875
0.05859375,0.02578125,0.188671875
0.86328125,0.47109375,0.188671875
0.86328125,0.02578125,0.270703125
0.86328125,0.47109375,0.270703125
0.05859375,0.02578125,0.270703125
0.05859375,0.47109375,0.188671875
0.05859375,0.47109375,0.270703125
0.36328125,0.32578124999999997,0.038671875
0.55859375,0.32578124999999997,0.038671875
0.36328125,0.17109375,0.038671875
0.36328125,0.32578124999999997,0.120703125
0.36328125,0.17109375,0.120703125
0.55859375,0.32578124999999997,0.120703125
0.55859375,0.17109375,0.038671875
0.55859375,0.17109375,0.120703125
0.48828125,0.10078125,0.076171875
0.68359375,0.10078125,0.076171875
0.48828125,0.24609375,0.076171875
0.48828125,0.10078125,0.008203125
0.48828125,0.24609375,0.008203125
0.68359375,0.10078125,0.008203125
0.68359375,0.24609375,0.076171875
0.68359375,0.24609375,0.008203125
0.98828125,0.40078125,0.226171875
0.18359375,0.40078125,0.226171875
0.98828125,0.5460937499999999,0.226171875
0.98828125,0.40078125,0.158203125
0.98828125,0.5460937499999999,0.158203125
0.18359375,0.40078125,0.158203125
0.18359375,0.5460937499999999,0.226171875
0.18359375,0.5460937499999999,0.158203125
0.73828125,0.25078125,0.001171875
0.93359375,0.25078125,0.001171875
0.73828125,0.39609374999999997,0.001171875
0.73828125,0.25078125,0.23320312499999998
0.73828125,0.39609374999999997,0.23320312499999998
0.93359375,0.25078125,0.23320312499999998
0.93359375,0.39609374999999997,0.001171875
0.93359375,0.39609374999999997,0.23320312499999998
0.23828125,0.55078125,0.15117187499999998
0.43359375,0.55078125,0.15117187499999998
0.23828125,0.09609374999999999,0.15117187499999998
0.23828125,0.55078125,0.083203125
0.23828125,0.09609374999999999,0.083203125
0.43359375,0.55078125,0.083203125
0.43359375,0.09609374999999999,0.15117187499999998
0.43359375,0.09609374999999999,0.083203125
0.17578125,0.06328125,0.019921875
0.24609375,0.06328125,0.019921875
0.17578125,0.35859375,0.019921875
0.17578125,0.06328125,0.13945312499999998
0.17578125,0.35859375,0.13945312499999998
0.24609375,0.06328125,0.13945312499999998
0.24609375,0.35859375,0.019921875
0.24609375,0.35859375,0.13945312499999998
0.67578125,0.36328125,0.169921875
0.74609375,0.36328125,0.169921875
0.67578125,0.05859375,0.169921875
0.67578125,0.36328125,0.289453125
0.67578125,0.05859375,0.289453125
0.74609375,0.36328125,0.289453125
